index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
1369,Queen’s Park & Fellburn Care Centres — Queen’s Park Care Centre,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,V3L 5E8,new westminster,British Columbia,,New Westminster,,59,,
1370,Quince Street Residence,,Nursing and residential care facilities,Province of British Columbia,,2012,quince st,V2L 5B4,prince george,British Columbia,2012 quince st prince george British Columbia v2l 5b4,Prince George,5953023.0,59,53.905294,-122.75337000000000
1371,Quinsam Medical Group,,Ambulatory health care services,Province of British Columbia,,801,hilchey road,V9W 0A2,campbell river,British Columbia,801 hilchey road campbell river British Columbia v9w 0a2,Campbell River,5924034.0,59,49.973673,-125.245769
1372,r.w. Large Memorial Hospital,general,Hospitals,Public Health Agency of Canada,,88,waglisla st,V0T 1Z0,waglisla,British Columbia,88 waglisla st. waglisla British Columbia v0t 1z0,Bella Bella 1,5945801.0,59,52.1612727,-128.143339
1373,Racing Residence,,Nursing and residential care facilities,Province of British Columbia,,464,racing rd,V2J 5G9,quesnel,British Columbia,464 racing rd quesnel British Columbia v2j 5g9,Quesnel,5941013.0,59,52.984964600000000,-122.4493146
1374,Radcliffe Residence,,Nursing and residential care facilities,Province of British Columbia,,501,radcliffe dr,V2M 3N5,prince george,British Columbia,501 radcliffe dr prince george British Columbia v2m 3n5,Prince George,5953023.0,59,53.928429100000000,-122.79361920000000
1375,Rai Medical Clinic,,Ambulatory health care services,Province of British Columbia,,101-6905,120 street,V4E 2A8,delta,British Columbia,101-6905 120th street delta British Columbia v4e 2a8,Delta,5915011.0,59,49.128771,-122.89095
1376,Rainbow Lodge,,Nursing and residential care facilities,Province of British Columbia,,7510,6 st,V3N 3M1,burnaby,British Columbia,7510 6th st burnaby British Columbia v3n 3m1,Burnaby,5915025.0,59,49.223830300000000,-122.93329080000000
1377,Rainbow Manor,,Nursing and residential care facilities,Province of British Columbia,,10118,159a st,V4N 2P9,surrey,British Columbia,10118 159a st surrey British Columbia v4n 2p9,Surrey,5915004.0,59,49.185629800000000,-122.83813700000000
1378,Rainbow Ridge Special Care Home,,Nursing and residential care facilities,Province of British Columbia,,10666,277 st,V2W 1M7,maple ridge,British Columbia,10666 277th st maple ridge British Columbia v2w 1m7,Maple Ridge,5915075.0,59,49.1956597,-122.45311460000000
1379,Randall House,,Nursing and residential care facilities,Province of British Columbia,,6610,gilley ave,V5C 5T5,burnaby,British Columbia,6610 gilley ave burnaby British Columbia v5c 5t5,Burnaby,5915025.0,59,49.2239136,-122.9716122
1380,Raven House,,Nursing and residential care facilities,Province of British Columbia,,841,levis st,V3J 6A2,coquitlam,British Columbia,841 levis st coquitlam British Columbia v3j 6a2,Coquitlam,5915034.0,59,49.2653533,-122.84740360000000
1381,Redfern Home,,Nursing and residential care facilities,Province of British Columbia,,937,redfern st,V8S 4E7,victoria,British Columbia,937 redfern st victoria British Columbia v8s 4e7,Victoria,5917034.0,59,48.422320500000000,-123.3238702
1382,Redonda Crescent Residence,,Nursing and residential care facilities,Province of British Columbia,,4728,redonda avenue,V8A 5C9,powell river,British Columbia,4728 redonda avenue powell river British Columbia v8a 5c9,Powell River,5927008.0,59,49.844051,-124.513203
1383,Renaissance Place,,Nursing and residential care facilities,Province of British Columbia,,32849,12 ave,V2V 2M5,mission,British Columbia,32849 12th ave mission British Columbia v2v 2m5,Mission,5909056.0,59,49.14447930000000,-122.3151715
1384,Renfrew Care Centre,,Nursing and residential care facilities,Province of British Columbia,,1880,renfrew st,V5M 3H9,vancouver,British Columbia,1880 renfrew st vancouver British Columbia v5m 3h9,Vancouver,5915022.0,59,49.26786,-123.044
1385,Renfrew House,,Nursing and residential care facilities,Province of British Columbia,,3402,worthington dr,V5M 3X8,vancouver,British Columbia,3402 worthington dr vancouver British Columbia v5m 3x8,Vancouver,5915022.0,59,49.254322000000000,-123.0301071
1386,Residence at Morgan Heights,,Nursing and residential care facilities,Province of British Columbia,,15955,27 ave,V3S 3W3,surrey,British Columbia,15955 27th ave surrey British Columbia v3s 3w3,Surrey,5915004.0,59,49.051717,-122.779794
1389,Rest Haven Lodge,,Nursing and residential care facilities,Province of British Columbia,,2281,mills rd,V8L 2C3,sidney,British Columbia,2281 mills rd sidney British Columbia v8l 2c3,Sidney,5917010.0,59,48.654974000000000,-123.40484
1390,Retirement Concepts,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V6E 3V7,vancouver,British Columbia,,Vancouver,,59,,
1393,Retirement Concepts — Dufferin Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V3B 7X5,coquitlam,British Columbia,,Coquitlam,,59,,
1400,Retirement Concepts — Rosemary Heights Seniors Village,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V3S 2J9,surrey,British Columbia,,Surrey,,59,,
1406,Revera Inc. — Arbutus Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V6L 2L1,vancouver,British Columbia,,Vancouver,,59,,
1408,Revera Inc. — Glenwarren Lodge,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V8T 1B3,victoria,British Columbia,,Victoria,,59,,
1409,Revera Inc. — Holyrood Manor,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V2X 3E6,maple ridge,British Columbia,,Maple Ridge,,59,,
1411,Revera Inc. — Lakeview Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V5N 5W4,vancouver,British Columbia,,Vancouver,,59,,
1413,Richfield Group Home,,Nursing and residential care facilities,Province of British Columbia,,10591,bissett dr,V7A 4K8,richmond,British Columbia,10591 bissett dr richmond British Columbia v7a 4k8,Richmond,5915015.0,59,49.1477141,-123.107216
1414,Richmond Central Medical Clinic,,Ambulatory health care services,Province of British Columbia,,150-7997,westminster highway,V6X 1A4,richmond,British Columbia,150-7997 westminster highway richmond British Columbia v6x 1a4,Richmond,5915015.0,59,49.170249,-123.136592
1415,Richmond Hospital,general,Hospitals,Public Health Agency of Canada,,7000,westminster hwy,V6X 1A2,richmond,British Columbia,7000 westminster hwy. richmond British Columbia v6x 1a2,Richmond,5915015.0,59,49.1689707,-123.14657700000000
1417,Richmond House,,Nursing and residential care facilities,Province of British Columbia,,8691,no 2 rd,V7C 3M4,richmond,British Columbia,8691 no. 2 rd richmond British Columbia v7c 3m4,Richmond,5915015.0,59,49.1492749,-123.1593858
1418,Richmond in-Store Medical Clinic,,Ambulatory health care services,Province of British Columbia,,4651,no 3 road,V6X 2C4,richmond,British Columbia,4651 no. 3 road richmond British Columbia v6x 2c4,Richmond,5915015.0,59,49.179216,-123.13850900000000
1419,Richmond Lions Manor,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V7E 3M4,richmond,British Columbia,,Richmond,,59,,
1420,Richmond Lions Manor - Bridgeport,,Nursing and residential care facilities,Province of British Columbia,,9020,bridgeport rd,V6X 1S1,richmond,British Columbia,9020 bridgeport rd richmond British Columbia v6x 1s1,Richmond,5915015.0,59,49.191517100000000,-123.1251463
1421,Ridge Meadows Care Clinic,,Ambulatory health care services,Province of British Columbia,,203-19800,lougheed highway,V3Y 2W1,pitt meadows,British Columbia,203-19800 lougheed highway pitt meadows British Columbia v3y 2w1,Pitt Meadows,5915070.0,59,49.220040000000000,-122.6718
1422,Ridge Meadows Hospital,general,Hospitals,Public Health Agency of Canada,,11666,laity st,V2X 5A3,maple ridge,British Columbia,11666 laity st. maple ridge British Columbia v2x 5a3,Maple Ridge,5915075.0,59,49.2161889,-122.63008
1424,Ridgeview Lodge,,Nursing and residential care facilities,Province of British Columbia,,920,desmond street,V2B 5K6,kamloops,British Columbia,920 desmond street kamloops British Columbia v2b 5k6,Kamloops,5933042.0,59,50.703431200000000,-120.39313490000000
1425,Ridgewood Lodge,,Nursing and residential care facilities,Province of British Columbia,,98,ridgewood dr,V0X 1W0,princeton,British Columbia,98 ridgewood dr princeton British Columbia v0x 1w0,Princeton,5907024.0,59,49.45385,-120.52763300000000
1426,Rittich Road,,Nursing and residential care facilities,Province of British Columbia,,5120,rittich rd,V1X 7V6,kelowna,British Columbia,5120 rittich rd kelowna British Columbia v1x 7v6,Central Okanagan,5935012.0,59,49.95667590000000,-119.3620705
1427,River City Medical Clinic,,Ambulatory health care services,Province of British Columbia,,1424,island highway,V9W 2E3,campbell river,British Columbia,1424 island highway campbell river British Columbia v9w 2e3,Campbell River 11,5924804.0,59,50.036017,-125.248484
1428,River House,,Nursing and residential care facilities,Province of British Columbia,,611,enzo rd,V2B 0E6,kamloops,British Columbia,611 enzo rd kamloops British Columbia v2b 0e6,Kamloops,5933042.0,59,50.752861000000000,-120.34748800000000
1429,River Road Residence,,Nursing and residential care facilities,Province of British Columbia,,20972,river rd,V2X 1Z9,maple ridge,British Columbia,20972 river rd maple ridge British Columbia v2x 1z9,Maple Ridge,5915075.0,59,49.211737900000000,-122.64039650000000
1430,Riverview Hospital,psychiatric,Hospitals,Public Health Agency of Canada,,2601,lougheed hwy,V3C 4J2,coquitlam,British Columbia,2601 lougheed hwy. coquitlam British Columbia v3c 4j2,Coquitlam,5915034.0,59,49.2508389,-122.80617100000000
1431,Roalshary,,Nursing and residential care facilities,Province of British Columbia,,558,73 ave,V0H 1H0,grand forks,British Columbia,558 73 ave grand forks British Columbia v0h 1h0,Grand Forks,5905032.0,59,49.031426,-118.441395
1432,Robinson Group Home,,Nursing and residential care facilities,Province of British Columbia,,8400,robinson rd,V6Y 1B5,richmond,British Columbia,8400 robinson rd richmond British Columbia v6y 1b5,Richmond,5915015.0,59,49.149099800000000,-123.13037180000000
1433,Robson Medical Centre,,Ambulatory health care services,Province of British Columbia,,238,robson street,V6B 6A1,vancouver,British Columbia,238 robson street vancouver British Columbia v6b 6a1,Vancouver,5915022.0,59,49.278437,-123.115388
1434,Rocky Mountain Care Village,,Nursing and residential care facilities,Province of British Columbia,,55,cokato rd,V0B 1M0,fernie,British Columbia,55 cokato rd fernie British Columbia v0b 1m0,Fernie,5901012.0,59,49.4923849,-115.06665920000000
1435,Rosecliffe Residence,,Nursing and residential care facilities,Province of British Columbia,,5527,shorncliffe ave,V0N 3A7,sechelt,British Columbia,5527 shorncliffe ave sechelt British Columbia v0n 3a7,Sechelt,5929011.0,59,49.472898800000000,-123.76496430000000
1436,Rosedale Medical Associates,,Ambulatory health care services,Province of British Columbia,,200-13009,rosedale avenue,V0H 1Z0,summerland,British Columbia,200-13009 rosedale avenue summerland British Columbia v0h 1z0,Summerland,5907035.0,59,49.601216,-119.677714
1437,Rosemary Heights Seniors Village,,Nursing and residential care facilities,Province of British Columbia,,15240,34 ave,V3Z 2J9,surrey,British Columbia,15240 34th ave surrey British Columbia v3z 2j9,Surrey,5915004.0,59,49.0635552,-122.80060060000000
1438,Rosemont House,,Nursing and residential care facilities,Province of British Columbia,,529,west houston street,V1L 6C9,nelson,British Columbia,529 west houston street nelson British Columbia v1l 6c9,Nelson,5903015.0,59,49.480804,-117.29959200000000
1439,Rosewood,,Nursing and residential care facilities,Province of British Columbia,,7916,rosewood st,V5E 2H3,burnaby,British Columbia,7916 rosewood st burnaby British Columbia v5e 2h3,Burnaby,5915025.0,59,49.2279271,-122.93796030000000
1440,Rosewood Manor,,Nursing and residential care facilities,Province of British Columbia,,6260,blundell rd,V7C 5C4,richmond,British Columbia,6260 blundell rd richmond British Columbia v7c 5c4,Richmond,5915015.0,59,49.1551041,-123.1553156
1441,Roslin House,,Nursing and residential care facilities,Province of British Columbia,,1733,highland dr n,V1Y 4K9,kelowna,British Columbia,1733 highland dr n kelowna British Columbia v1y 4k9,Kelowna,5935010.0,59,49.89229280000000,-119.4585279
1442,Ross Road Home,,Nursing and residential care facilities,Province of British Columbia,,1680,ross rd,V7J 1V4,north vancouver,British Columbia,1680 ross rd north vancouver British Columbia v7j 1v4,North Vancouver,5915046.0,59,49.3362883,-123.02776810000000
1443,Rotary Hospice House,,Nursing and residential care facilities,Province of British Columbia,,3089,clapperton st,V2L 5N4,prince george,British Columbia,3089 clapperton st prince george British Columbia v2l 5n4,Prince George,5953023.0,59,53.889563,-122.75596000000000
1444,Rotary Manor,,Nursing and residential care facilities,Province of British Columbia,,1121,90 ave,V1G 5A3,dawson creek,British Columbia,1121 90 ave dawson creek British Columbia v1g 5a3,Dawson Creek,5955014.0,59,55.773403,-120.23466
1445,Rote Scheune Acres,,Nursing and residential care facilities,Province of British Columbia,,2222,saucier rd,V1W 4B8,kelowna,British Columbia,2222 saucier rd kelowna British Columbia v1w 4b8,Kelowna,5935010.0,59,49.8231878,-119.4395524
1446,Royal Arch Masonic Home,,Nursing and residential care facilities,Province of British Columbia,,7850,champlain cres,V5S 4C7,vancouver,British Columbia,7850 champlain cres vancouver British Columbia v5s 4c7,Vancouver,5915022.0,59,49.213532800000000,-123.0288043
1447,Royal Ascot Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V5M 1Y1,vancouver,British Columbia,,Vancouver,,59,,
1448,Royal City Manor,,Nursing and residential care facilities,Province of British Columbia,,77,jamieson ct,V3L 5P8,new westminster,British Columbia,77 jamieson ct new westminster British Columbia v3l 5p8,New Westminster,5915029.0,59,49.2153153,-122.8951618
1449,Royal Columbia Medical Clinic,,Ambulatory health care services,Province of British Columbia,,107-301,east columbia street,V3L 3W5,new westminster,British Columbia,107-301 east columbia street new westminster British Columbia v3l 3w5,New Westminster,5915029.0,59,49.225627,-122.89288300000000
1450,Royal Columbian Hospital,general,Hospitals,Public Health Agency of Canada,,330,east columbia st,V3L 3W7,new westminster,British Columbia,330 east columbia st. new westminster British Columbia v3l 3w7,New Westminster,5915029.0,59,49.2264136,-122.89163740000000
